# Class red_S0 blue_S0 green_S0 nir_wide_S0 nir_S0 swir_1_S0 swir_2_S0 red_edge_1_S0 red_edge_2_S0 red_edge_3_S0 EVI_S0 edev_S0 sdev_S0 bcdev_S0 NDVI_S0 LAI_S0 MNDWI_S0 evi_10_S0 evi_50_S0 evi_90_S0 evi_range_S0 evi_std_S0 rainclim_min_S0 rainclim_mean_S0 rainclim_max_S0 rainclim_range_S0 rainclim_std_S0 f_mean_n1_S0 f_mean_n2_S0 f_mean_n3_S0 f_std_n1_S0 f_std_n2_S0 f_std_n3_S0 f_median_n1_S0 f_median_n2_S0 f_median_n3_S0 abs_change_S0 mean_change_S0 median_change_S0 discordance_S0 complexity_S0 central_diff_S0 slope mrvbf mrrtf
0.000000 0.152003 0.101167 0.128492 0.177476 0.182293 0.176796 0.159890 0.166415 0.172943 0.179144 0.056675 3.082107 6.867528 3.229370 0.090525 0.087049 -0.157733 0.030601 0.057070 0.079681 0.049626 0.021340 4.904385 40.061981 136.983795 132.079407 37.066704 0.285903 0.209500 0.135284 0.151625 0.063913 0.038547 0.246583 0.214376 0.137169 0.013845 0.000308 0.000000 -0.006399 72.160065 -0.000199 2.699462 2.500000 1.500000
0.000000 0.156923 0.091874 0.122391 0.290573 0.320786 0.412574 0.312121 0.203269 0.259869 0.289225 0.255577 1.510031 4.295505 2.253705 0.337564 0.806677 -0.541163 0.141476 0.229600 0.473768 0.337203 0.139495 0.442730 54.258434 130.604706 130.161972 49.813931 1.737626 0.741364 0.382170 1.832366 0.393130 0.175858 0.929964 0.729555 0.387009 0.046141 0.002210 0.000000 0.000757 27.790749 -0.001504 2.648915 1.000000 4.000000
1.000000 0.098378 0.058700 0.079541 0.143648 0.155219 0.171989 0.137284 0.117112 0.132027 0.142871 0.109893 2.381390 4.774584 2.293709 0.227402 0.279591 -0.366514 0.068406 0.100613 0.249824 0.181971 0.074552 7.557881 89.860413 288.182281 280.624390 94.936966 2.490543 0.539668 0.460859 2.165537 0.305108 0.167296 1.748262 0.491083 0.496009 0.015441 -0.000011 0.000000 -0.006833 22.547859 0.000070 5.725792 1.000000 1.000000
1.000000 0.175604 0.086700 0.130033 0.261479 0.270554 0.296238 0.225305 0.208206 0.238497 0.254288 0.139816 2.323575 6.328566 2.717300 0.212142 0.387853 -0.391445 0.101003 0.134995 0.314598 0.210600 0.095520 5.632711 63.067532 264.444183 258.811462 82.953667 3.896931 0.558226 0.513309 2.851322 0.179597 0.155195 2.503193 0.554836 0.503663 0.021862 -0.000112 0.000000 -0.015120 14.884757 0.000010 32.813412 0.000000 0.000000
0.000000 0.091406 0.059318 0.082769 0.209022 0.233163 0.247022 0.178334 0.131070 0.188780 0.211313 0.263215 2.090689 4.464592 2.505306 0.431665 0.834312 -0.493051 0.157214 0.261984 0.424460 0.267491 0.120858 23.963020 59.745899 125.012085 101.049065 30.139677 1.772387 1.088904 0.669943 1.198068 0.334596 0.215800 2.182668 0.965227 0.683149 0.041661 0.003794 0.000000 0.004818 34.593365 0.000081 10.331764 1.000000 0.000000
0.000000 0.060346 0.052971 0.070100 0.277544 0.308064 0.219971 0.115155 0.120566 0.231157 0.266213 0.489484 1.779742 5.127971 2.328188 0.675396 1.652952 -0.515045 0.325374 0.481208 0.662317 0.343854 0.140650 6.059086 132.546585 337.767944 331.708862 125.197227 2.251781 1.555437 0.649119 0.755160 1.113086 0.285666 2.565262 0.963848 0.600751 0.040031 -0.001639 0.000000 -0.001289 31.637173 0.000000 36.516846 0.000000 0.000000
0.000000 0.037382 0.037188 0.050476 0.268589 0.291345 0.162883 0.087339 0.082376 0.215830 0.268350 0.513354 2.222880 6.203551 2.691108 0.772680 1.739314 -0.517724 0.326734 0.523068 0.635928 0.294306 0.114208 38.716393 106.951599 208.773209 170.056824 50.624458 1.620251 0.708139 0.476626 1.355922 0.309268 0.112486 1.264452 0.666381 0.494674 0.033381 -0.000211 0.000000 -0.021235 29.325108 -0.000651 4.619998 3.000000 1.000000
0.000000 0.112555 0.056259 0.073553 0.182436 0.200046 0.288356 0.218641 0.138423 0.159837 0.176717 0.152429 2.221004 5.502161 2.541496 0.280018 0.433487 -0.589754 0.109082 0.151120 0.386464 0.275646 0.108226 6.621920 48.905514 176.662506 170.040588 49.198727 2.124119 0.673993 0.447465 1.130295 0.284145 0.193542 2.088643 0.635701 0.380957 0.035383 0.001875 0.000000 -0.006252 23.411318 -0.001514 5.692349 2.000000 1.500000
0.000000 0.128915 0.072489 0.099209 0.242186 0.255945 0.317644 0.260550 0.158319 0.206127 0.229925 0.214069 2.149226 5.272531 2.691383 0.330070 0.656500 -0.524962 0.136784 0.200427 0.345533 0.207799 0.106276 3.790579 58.639812 154.322388 150.531815 46.916798 1.689207 0.672428 1.403299 1.112147 0.212925 0.332425 1.275205 0.831638 1.407770 0.046185 0.003892 0.000000 0.007162 50.184746 0.000296 12.439186 1.000000 0.000000
0.000000 0.141635 0.087746 0.126027 0.301735 0.286954 0.261251 0.169919 0.180448 0.233886 0.260321 0.236685 1.299352 3.399306 1.802283 0.326690 0.738325 -0.351119 0.120884 0.213448 0.378338 0.259636 0.106198 0.012674 62.567425 152.308380 152.295700 59.620808 1.608338 0.352458 0.291085 1.756832 0.174711 0.112173 1.011109 0.286384 0.288566 0.021744 -0.000123 0.000000 -0.035491 7.845551 -0.000238 1.717217 6.000000 3.000000
1.000000 0.079966 0.045605 0.072288 0.226099 0.242613 0.186200 0.138984 0.126618 0.209947 0.231272 0.296258 1.486090 4.337157 1.849613 0.506726 0.953861 -0.445866 0.079884 0.303243 0.546078 0.469964 0.167998 49.089500 121.357666 198.501968 149.412476 46.918949 2.708755 1.336990 0.767183 1.701813 0.487682 0.275892 2.117266 1.290305 0.704484 0.055630 -0.000386 0.000000 -0.023372 33.665192 -0.000759 6.776440 2.000000 0.000000
0.000000 0.076825 0.050154 0.072320 0.237183 0.264125 0.238418 0.148605 0.121008 0.203678 0.233717 0.342271 1.907928 4.046099 2.391126 0.544401 1.120337 -0.534152 0.223388 0.334333 0.598858 0.389183 0.150362 0.000000 34.300220 115.109612 115.109612 43.631279 2.125846 0.382757 0.295337 2.799130 0.209285 0.126977 0.876884 0.405662 0.299682 0.022946 -0.000848 0.000000 -0.005753 6.670456 0.000000 3.655541 6.000000 5.000000
0.000000 0.096599 0.058915 0.073243 0.179863 0.200003 0.275895 0.221529 0.122834 0.155397 0.174809 0.191431 1.881671 4.272732 2.181814 0.348644 0.574596 -0.580342 0.120069 0.169048 0.545849 0.427898 0.178154 0.077347 67.561363 161.510864 161.433517 65.785080 2.908483 1.140068 0.620136 2.572407 0.467000 0.293371 2.262239 1.196360 0.515155 0.035524 0.000919 0.000000 -0.006195 16.486269 -0.000000 3.535534 2.000000 0.000000
1.000000 0.067984 0.050246 0.078387 0.287283 0.297141 0.230372 0.148340 0.116169 0.235805 0.272663 0.431476 1.843171 4.767033 2.436964 0.628533 1.443081 -0.503185 0.279177 0.430899 0.565742 0.286566 0.150966 76.839218 114.782204 208.758240 131.919022 35.997551 1.964092 1.615255 1.257475 1.043052 0.358645 0.242516 1.526071 1.674142 1.309793 0.081793 0.001607 0.000000 -0.023305 70.413422 -0.000167 3.208699 4.000000 0.000000
0.000000 0.170331 0.073056 0.105707 0.257955 0.276765 0.426005 0.329032 0.209543 0.244196 0.264053 0.156494 2.248228 6.113732 2.821417 0.245113 0.448195 -0.602416 0.080911 0.144191 0.248404 0.160778 0.111051 3.999272 44.854023 144.390106 140.390839 46.352322 1.767167 1.363588 0.841426 0.412141 0.496018 0.361418 1.732910 1.512996 0.991463 0.052231 0.001548 0.000000 -0.021051 61.021652 -0.000138 2.083333 5.000000 7.000000
1.000000 0.088972 0.061967 0.077137 0.177622 0.197443 0.267355 0.214385 0.117925 0.153723 0.172542 0.212914 2.013646 3.854174 2.261050 0.374960 0.652322 -0.551361 0.118507 0.188703 0.391373 0.272792 0.112530 0.211905 65.685966 137.283615 137.071716 54.029739 1.672347 0.328111 0.221228 1.853743 0.134335 0.071272 0.803146 0.339268 0.211828 0.020587 0.000077 0.000000 -0.003239 8.331142 -0.000082 1.863390 5.000000 7.000000
0.000000 0.192638 0.068253 0.101433 0.274945 0.287145 0.422714 0.351611 0.230756 0.254862 0.271278 0.121927 2.942114 6.973592 3.610044 0.196979 0.323133 -0.608949 0.102340 0.119570 0.223744 0.121405 0.047917 0.216514 19.690865 98.211403 97.994888 29.105391 0.953331 0.267256 0.141005 0.564810 0.106780 0.058655 0.771837 0.286287 0.127193 0.016546 0.001199 0.000000 -0.000190 18.393951 -0.000059 2.818233 5.000000 6.000000
1.000000 0.151193 0.071492 0.112430 0.253813 0.276018 0.343441 0.275538 0.191213 0.229296 0.250667 0.183595 1.814297 4.200028 2.400245 0.285592 0.546246 -0.498718 0.102497 0.175421 0.652773 0.535280 0.209192 6.702303 84.433250 292.839294 286.136993 96.437515 3.003916 0.487384 0.300435 3.488985 0.194664 0.150826 0.645681 0.431597 0.276507 0.036638 0.000923 0.000000 -0.009654 6.559313 0.000058 23.252705 0.000000 0.000000
0.000000 0.093779 0.057713 0.073780 0.183927 0.200024 0.285958 0.209292 0.122758 0.153536 0.172948 0.195422 2.119851 4.774570 2.327389 0.357234 0.589036 -0.588693 0.139880 0.168258 0.549197 0.409415 0.210845 0.000000 49.874420 140.056351 140.056351 57.623348 3.527748 1.239081 1.157078 2.600533 0.291655 0.284711 2.953840 1.161120 1.184678 0.056256 0.002247 0.000000 -0.015352 21.003387 0.000000 9.501462 0.000000 1.000000
0.000000 0.119829 0.065871 0.094938 0.246573 0.259864 0.284549 0.215336 0.155556 0.217867 0.239324 0.239356 2.421748 5.452309 2.832494 0.373385 0.747991 -0.501923 0.182148 0.238476 0.399072 0.212412 0.082281 3.409763 59.331867 151.119080 147.709320 46.257877 1.348454 0.563885 0.582992 0.725804 0.148599 0.266228 1.118985 0.534002 0.554267 0.038897 0.001835 0.000000 -0.012388 36.762054 -0.000079 20.376188 0.000000 0.000000
0.000000 0.128602 0.077268 0.107179 0.266035 0.292202 0.345609 0.256746 0.167425 0.240653 0.270604 0.275781 1.733027 4.349713 2.365861 0.388133 0.879774 -0.534075 0.145849 0.246712 0.419920 0.275473 0.112339 4.244720 63.945629 140.542313 136.297592 55.755699 1.785227 0.484893 0.619338 0.797855 0.225901 0.273435 1.426777 0.485025 0.545034 0.038522 0.002511 0.000000 -0.015680 34.366676 0.002246 7.750448 1.000000 0.000000
0.000000 0.065457 0.054049 0.072871 0.252598 0.278490 0.227752 0.126242 0.120539 0.212112 0.242889 0.421139 1.581898 4.925416 2.020559 0.619335 1.405682 -0.515489 0.258535 0.405741 0.626524 0.367989 0.150793 9.081287 115.894463 308.500336 299.419037 107.552841 2.752271 1.082673 0.546688 1.411072 0.275024 0.308409 2.261374 1.082084 0.355108 0.043827 -0.000980 0.000000 0.012689 34.567497 -0.000000 42.581261 0.000000 0.000000
0.000000 0.124854 0.077415 0.101571 0.202274 0.221373 0.271575 0.205895 0.157393 0.183224 0.199530 0.179875 2.275497 5.367223 2.575364 0.286561 0.532786 -0.452284 0.074135 0.170978 0.324609 0.256781 0.126767 0.385732 46.569580 126.634552 126.248817 41.004868 1.535103 0.978557 0.599063 1.379787 0.544148 0.195797 1.087221 0.799896 0.573265 0.027137 0.005868 0.000000 -0.007637 18.615839 0.001557 2.062395 2.000000 0.000000
0.000000 0.086557 0.068939 0.094403 0.279025 0.303460 0.243249 0.158899 0.143830 0.242380 0.274753 0.410399 1.693663 4.459559 2.270949 0.548627 1.366825 -0.443300 0.242564 0.402545 0.579858 0.332463 0.132114 5.236864 100.265984 230.940826 225.703964 82.388359 3.737561 1.514845 1.192292 2.137906 0.449227 0.483781 3.284280 1.511762 1.154478 0.043617 0.001128 0.000000 -0.004879 74.375214 -0.000386 47.085178 0.000000 0.000000
0.000000 0.082493 0.055333 0.074622 0.149883 0.174726 0.155543 0.113633 0.107224 0.146135 0.164977 0.189200 2.031409 3.477701 2.003372 0.359946 0.566526 -0.363078 0.084136 0.182979 0.382975 0.321474 0.128572 6.934821 97.792381 187.381470 180.446655 73.209435 2.261350 0.752382 0.350574 2.186979 0.282324 0.176188 1.600425 0.716834 0.343692 0.031517 0.000877 0.000000 0.069965 15.289600 -0.000033 37.660595 0.000000 0.000000
0.000000 0.071489 0.059354 0.086367 0.284204 0.315155 0.243584 0.145959 0.133784 0.252412 0.289011 0.468282 2.128214 5.184064 2.534009 0.631366 1.576244 -0.477225 0.306573 0.476147 0.580307 0.274953 0.130379 9.413596 80.251976 199.281067 189.867477 63.963154 1.946917 0.859306 0.638192 1.425363 0.360416 0.200898 1.485649 0.837628 0.605583 0.035131 -0.000733 0.000000 0.010598 35.661552 0.000874 3.773077 2.000000 0.000000
0.000000 0.158312 0.059155 0.085364 0.239983 0.251112 0.365518 0.302126 0.197007 0.221375 0.236483 0.138441 2.764632 6.463508 3.253229 0.234520 0.382880 -0.614779 0.110495 0.138167 0.273865 0.161200 0.071722 0.637009 20.717609 92.668381 92.031372 27.790989 1.048241 0.635489 0.403087 0.622302 0.249477 0.194159 0.857190 0.582500 0.370133 0.034807 0.000131 0.000000 0.000171 51.173737 -0.000191 2.845178 4.000000 2.500000
0.000000 0.070887 0.060333 0.076073 0.240565 0.257420 0.232397 0.137180 0.116626 0.200247 0.228467 0.383800 1.575982 4.558526 2.075917 0.570985 1.270588 -0.502629 0.219663 0.387450 0.581696 0.344505 0.146545 1.716311 96.576256 259.825897 258.109589 104.543236 2.394669 0.967711 0.634574 2.448709 0.443684 0.242919 1.525809 0.672427 0.643699 0.049236 -0.002297 0.000000 0.000588 18.905636 0.002055 15.508141 0.000000 0.000000
0.000000 0.043585 0.044223 0.058676 0.246191 0.269204 0.176161 0.088569 0.086732 0.196751 0.236986 0.468829 1.608956 5.104243 2.001966 0.720685 1.578222 -0.499433 0.281352 0.464843 0.672081 0.410289 0.154343 3.588440 93.234802 257.420593 253.832153 94.072182 2.382350 0.685718 0.988955 1.700382 0.404977 0.323389 1.768665 0.641620 0.950858 0.066702 0.002061 0.000000 -0.003322 41.251850 -0.000000 21.679546 0.000000 0.000000
1.000000 0.149506 0.083155 0.115983 0.256980 0.279300 0.340645 0.259846 0.185155 0.225218 0.248611 0.208134 1.674767 4.090820 2.236342 0.301345 0.635029 -0.495317 0.124927 0.182045 0.472717 0.346910 0.140419 0.053105 68.314018 151.875809 151.822708 58.696968 4.778052 1.209096 0.547283 4.041963 0.459511 0.217964 2.872256 1.103562 0.510154 0.025188 -0.002193 0.000000 0.000100 15.879116 0.000035 1.520951 6.000000 3.000000
0.000000 0.187339 0.083302 0.125776 0.266215 0.282418 0.368360 0.331581 0.212864 0.237539 0.256387 0.140279 2.167378 5.636915 2.670639 0.211085 0.389531 -0.496977 0.092991 0.132791 0.267315 0.169288 0.082416 2.578840 34.925873 73.795578 71.216736 24.673622 3.394861 0.545980 0.367305 1.692359 0.481720 0.168078 2.889808 0.268098 0.351701 0.019228 0.000165 0.000000 0.007967 17.852592 -0.000021 2.131947 5.000000 0.000000
0.000000 0.253332 0.116321 0.170129 0.320049 0.339170 0.423121 0.362660 0.287979 0.301202 0.317375 0.108021 2.189629 6.484832 2.947788 0.144862 0.272820 -0.426446 0.080079 0.101415 0.401605 0.321526 0.134205 0.976164 25.914038 106.919151 105.942986 33.471939 5.123218 1.144156 0.615402 2.583936 0.417828 0.297796 4.779458 1.197529 0.668374 0.019014 0.001233 0.000000 -0.038122 13.268114 -0.000037 3.866712 4.000000 0.000000
0.000000 0.076197 0.048055 0.067324 0.241321 0.261273 0.217881 0.131582 0.112386 0.195929 0.230722 0.340213 1.601233 3.977522 2.065794 0.549929 1.112890 -0.528274 0.210647 0.336998 0.575927 0.365280 0.137377 0.476449 79.662910 198.522797 198.046341 80.418259 2.108093 0.981707 0.489207 2.467220 0.177413 0.253989 0.736693 0.971639 0.482459 0.035714 0.000728 0.000000 -0.024168 14.770016 0.000000 52.089420 0.000000 0.000000
0.000000 0.214275 0.092894 0.139000 0.301474 0.325652 0.413883 0.334414 0.264279 0.283571 0.302693 0.139850 2.127281 6.854026 2.740439 0.200874 0.387979 -0.496531 0.106074 0.134828 0.266497 0.159022 0.086308 0.274341 20.468079 62.877411 62.603069 24.630150 3.914032 0.944208 0.702642 1.488465 0.415754 0.306878 3.254812 1.073526 0.506414 0.025905 0.000551 0.000000 -0.003843 33.561382 -0.000076 2.496127 5.000000 0.000000
1.000000 0.134403 0.076339 0.107526 0.277871 0.307575 0.308485 0.220597 0.183420 0.249200 0.278799 0.278287 1.437348 4.257187 2.155993 0.391227 0.888842 -0.483056 0.145195 0.272452 0.520672 0.373215 0.145140 6.036816 78.417503 262.813965 256.777161 80.445900 3.070136 0.771732 0.547084 1.508321 0.261797 0.215958 2.606779 0.743557 0.526661 0.046165 0.003753 0.000000 0.006250 18.614744 -0.000789 4.622620 0.500000 2.500000
0.000000 0.056427 0.046238 0.068449 0.227299 0.256890 0.187791 0.125772 0.101719 0.203263 0.234977 0.402376 1.246946 3.938488 1.718267 0.640508 1.337795 -0.465741 0.079463 0.409041 0.637605 0.561033 0.216954 14.062628 105.365852 203.586075 189.523453 70.490517 3.117840 0.741621 0.509600 3.237556 0.393259 0.244812 2.181957 0.681037 0.466129 0.044266 0.001136 0.000000 -0.005951 10.791742 0.000521 6.534945 1.000000 0.000000
0.000000 0.071355 0.048105 0.073513 0.241512 0.254453 0.175852 0.114600 0.116765 0.206183 0.235230 0.344152 2.262681 5.032671 2.611721 0.559330 1.127141 -0.409666 0.247901 0.338502 0.480102 0.231894 0.102942 19.065075 76.534538 222.184906 203.119827 62.823536 1.327864 0.547659 0.697220 0.646048 0.335826 0.192377 1.232950 0.496606 0.691361 0.070942 -0.001730 0.000000 -0.000924 98.511703 -0.000830 36.910286 0.000000 0.000000
0.000000 0.122876 0.060772 0.091093 0.197790 0.208966 0.247475 0.188709 0.149555 0.176909 0.192157 0.142688 2.161151 4.333077 2.346195 0.258351 0.398245 -0.461825 0.078564 0.128339 0.544940 0.467233 0.202778 0.129116 77.802376 251.696533 251.567413 90.661842 3.950186 0.646403 0.286380 3.098190 0.293716 0.178248 2.147982 0.690402 0.205221 0.031496 0.000820 0.000000 -0.014828 5.467863 -0.000028 2.475794 0.000000 3.000000
0.000000 0.159374 0.093398 0.123706 0.302190 0.336972 0.363527 0.260111 0.207766 0.271017 0.304119 0.280847 1.519545 4.275383 2.145876 0.358034 0.898105 -0.494096 0.193508 0.248502 0.435321 0.243905 0.111192 15.293547 78.880936 145.073990 129.780441 37.612812 1.963114 0.485814 0.603334 1.388791 0.126168 0.268189 1.315582 0.521773 0.575546 0.034439 0.001370 0.000000 -0.003673 24.713022 0.000000 1.863390 2.000000 2.000000
1.000000 0.134599 0.071754 0.107220 0.218226 0.232877 0.210946 0.156073 0.166879 0.204493 0.219816 0.159362 2.666035 6.049198 2.926798 0.262077 0.458572 -0.320832 0.127771 0.153703 0.344243 0.229125 0.095259 6.682852 78.853279 275.890289 269.207428 90.198860 1.902415 0.434646 0.271041 1.798187 0.131000 0.067947 1.145352 0.424785 0.267351 0.019098 0.000040 0.000000 -0.018085 6.130398 0.000053 16.509678 0.000000 0.000000
0.000000 0.051973 0.041127 0.062473 0.284757 0.308329 0.209515 0.123781 0.101527 0.239775 0.284364 0.481677 1.633009 5.078609 2.222297 0.711709 1.624707 -0.540624 0.217145 0.481913 0.667299 0.462800 0.174809 38.454784 105.433937 175.479584 137.024796 43.896267 3.226738 0.950979 0.409952 1.796914 0.340223 0.145942 2.705358 0.885276 0.488575 0.036980 -0.001327 0.000000 0.050116 11.586945 0.000715 4.238755 2.000000 3.000000
1.000000 0.128837 0.062149 0.092579 0.229068 0.251622 0.308709 0.238437 0.160568 0.203892 0.229155 0.197328 2.294727 4.975355 2.779940 0.321999 0.595932 -0.536437 0.143242 0.183637 0.309833 0.170633 0.079257 0.108252 68.685493 155.019287 154.911041 55.999985 1.332615 0.701800 0.403632 0.986479 0.379608 0.172496 0.961535 0.590906 0.381176 0.022249 -0.003841 0.000000 0.003228 22.133446 -0.000096 2.535435 2.500000 2.000000
1.000000 0.149755 0.097403 0.122292 0.225666 0.241954 0.376199 0.321157 0.172838 0.196928 0.214899 0.165258 2.057770 5.780629 2.610925 0.237994 0.479904 -0.509352 0.122348 0.158665 0.436497 0.314148 0.125900 0.040188 55.887554 143.044571 143.004379 56.373138 2.283893 0.730481 0.853613 1.371185 0.316557 0.466119 2.306746 0.755682 0.585087 0.043834 -0.005223 0.000000 -0.000475 27.777376 -0.000182 4.859127 4.000000 1.000000
1.000000 0.104401 0.050603 0.080190 0.225877 0.232657 0.228504 0.163863 0.140363 0.196067 0.216607 0.220348 1.624892 3.521194 1.910420 0.383560 0.679219 -0.482023 0.077982 0.208220 0.442383 0.368452 0.153866 31.318678 86.271202 164.994446 133.675766 39.977833 2.402503 0.511334 0.493763 2.176343 0.232638 0.154051 2.029363 0.456988 0.453147 0.040827 0.002524 0.000000 -0.007049 15.330896 0.000363 15.706722 0.000000 0.000000
1.000000 0.084416 0.054487 0.085640 0.303485 0.325554 0.278316 0.181591 0.142647 0.266380 0.303841 0.428220 1.893114 5.039999 2.551517 0.598881 1.431302 -0.518646 0.301455 0.426744 0.576488 0.275159 0.109041 55.882782 127.340401 239.284439 183.401657 51.875011 2.138180 0.841848 0.675919 1.131077 0.199254 0.215548 2.493761 0.883263 0.727212 0.059693 0.002130 0.000000 -0.001337 45.843311 0.000340 7.651717 1.000000 0.000000
1.000000 0.127681 0.079031 0.110146 0.285767 0.311031 0.374699 0.271833 0.174881 0.249213 0.278986 0.309023 1.888922 4.570813 2.552010 0.419508 1.000044 -0.546574 0.183490 0.314827 0.449941 0.276110 0.111423 1.421953 84.180771 184.855560 183.433609 55.919140 1.553204 0.594945 0.184789 1.412264 0.175630 0.090045 1.154284 0.654978 0.173248 0.020906 -0.000588 0.000000 -0.005921 9.977586 -0.000225 7.109274 2.000000 1.000000
0.000000 0.121609 0.054554 0.086271 0.188251 0.194023 0.198008 0.154355 0.145913 0.172416 0.184778 0.117538 2.808379 5.881305 2.845527 0.226344 0.307253 -0.393266 0.086403 0.116172 0.182947 0.097166 0.041898 5.416681 65.875053 272.830505 267.413818 86.555389 0.615023 0.209007 0.197715 0.553054 0.058375 0.055932 0.548841 0.192674 0.192570 0.017206 -0.000081 0.000000 0.001401 33.604519 -0.000039 61.237389 0.000000 0.000000
0.000000 0.082528 0.077111 0.100220 0.340017 0.370384 0.265274 0.164284 0.140463 0.284462 0.336115 0.548006 1.499151 4.299841 2.261831 0.628001 1.864685 -0.447427 0.311552 0.547021 0.709234 0.397444 0.172407 30.927711 96.207764 232.261200 201.333496 61.123802 2.372216 1.042065 0.730456 1.262499 0.643908 0.326692 2.178011 1.083490 0.645034 0.066128 0.001113 0.000000 0.052334 54.604752 0.002156 2.795085 2.000000 0.000000
1.000000 0.097820 0.057566 0.090025 0.303300 0.332818 0.317741 0.228710 0.162328 0.270866 0.307012 0.394326 1.743734 4.147069 2.432304 0.544603 1.308671 -0.557241 0.243702 0.376827 0.524476 0.295127 0.124119 0.492487 70.068665 147.357117 146.864624 50.576633 1.762330 0.710675 0.399734 1.673114 0.256164 0.115156 1.098325 0.697646 0.392287 0.034444 0.000431 0.000000 0.033942 22.209736 -0.000185 2.434008 1.000000 5.000000
0.000000 0.111078 0.071507 0.097166 0.270329 0.278954 0.282875 0.211404 0.144911 0.220149 0.250841 0.310467 2.151886 5.118082 2.770513 0.439838 1.005269 -0.498306 0.211329 0.308811 0.419818 0.208489 0.079866 32.220890 69.646133 130.264404 98.043518 34.201225 1.234079 0.685677 0.314481 0.760356 0.312402 0.129712 0.931496 0.564522 0.304074 0.036477 -0.001167 0.000000 -0.003685 32.057838 0.000060 2.801401 6.000000 0.000000
0.000000 0.050518 0.047782 0.064132 0.247676 0.276368 0.200187 0.108740 0.099922 0.208317 0.246552 0.462789 2.023246 5.085494 2.444843 0.691142 1.556371 -0.513279 0.249195 0.474349 0.571213 0.322349 0.138447 0.457725 83.949745 170.213593 169.755875 59.457546 2.031298 0.675729 0.521223 1.552899 0.364853 0.151445 1.116348 0.609259 0.521401 0.036634 -0.000595 0.000000 0.007206 25.107910 0.000088 3.790745 2.000000 0.000000
0.000000 0.114784 0.064530 0.094834 0.261734 0.287293 0.270366 0.180628 0.159845 0.229694 0.257806 0.292890 1.735849 3.804242 2.234186 0.432725 0.941675 -0.488522 0.173847 0.274161 0.671806 0.497959 0.201918 0.828555 120.106361 370.166840 369.338287 134.807770 6.288222 1.342780 0.918550 6.760319 0.354326 0.266648 3.248447 1.464316 0.941198 0.032859 -0.000072 0.000000 -0.002872 8.707036 0.000047 22.669350 0.000000 0.000000
1.000000 0.181873 0.096526 0.134256 0.279144 0.305229 0.418788 0.344705 0.221171 0.251174 0.273556 0.183283 1.809928 5.493324 2.649720 0.251556 0.545117 -0.519967 0.142568 0.173808 0.371336 0.228768 0.090334 0.000000 63.860348 158.578262 158.578262 64.863396 1.242609 0.724771 0.450931 1.056207 0.158708 0.229069 0.854322 0.719854 0.385002 0.032018 0.000657 0.000000 -0.006883 33.253597 -0.000470 5.662613 2.000000 0.000000
0.000000 0.102483 0.061841 0.086862 0.207314 0.230890 0.274704 0.197373 0.138313 0.186422 0.207462 0.233636 1.726110 3.821352 2.099889 0.385258 0.727297 -0.519832 0.123623 0.220668 0.418544 0.297487 0.130077 6.320032 82.396629 171.798843 165.478806 51.601315 2.095562 0.877392 0.833705 1.220281 0.410899 0.211336 1.411908 1.071364 0.869471 0.021154 0.004404 0.000000 -0.010304 19.136654 0.000000 8.715345 1.000000 0.000000
0.000000 0.085592 0.060307 0.086593 0.238146 0.260916 0.212330 0.141701 0.130740 0.214922 0.241212 0.329439 1.583463 3.756917 2.083569 0.501268 1.073910 -0.420940 0.146090 0.326992 0.623551 0.478651 0.180507 7.239434 43.979099 71.251343 64.011909 22.411263 2.616786 1.346008 0.510568 1.838621 0.607172 0.202599 2.083032 1.520938 0.435469 0.050284 0.005448 0.000000 -0.010264 21.497917 -0.000795 44.864113 0.000000 0.000000
0.000000 0.041724 0.039694 0.058038 0.232845 0.257952 0.169358 0.084032 0.091302 0.193960 0.227130 0.447148 2.044790 5.364172 2.419564 0.721604 1.499782 -0.492457 0.282665 0.449306 0.569330 0.286666 0.122042 6.122279 120.925934 341.161316 335.039032 121.285645 2.471004 0.960894 0.479219 1.438870 0.401933 0.286289 1.974246 1.038011 0.375907 0.036200 -0.002501 0.000000 -0.012204 20.270531 -0.000000 13.183466 0.000000 0.000000
0.000000 0.135846 0.065698 0.092806 0.164904 0.183359 0.218719 0.183330 0.158971 0.160930 0.171003 0.078146 3.237137 7.421060 3.359397 0.148211 0.164733 -0.402564 0.063085 0.075437 0.157222 0.099316 0.071410 0.918786 24.490503 91.982262 91.063477 25.519379 1.454671 0.606160 0.406997 0.363798 0.135721 0.108386 1.488677 0.604527 0.381004 0.018026 0.001014 0.000000 -0.010193 22.796068 -0.000414 0.294628 5.500000 0.000000
0.000000 0.184740 0.064274 0.109493 0.290752 0.305636 0.420576 0.334363 0.226676 0.264786 0.288136 0.158616 2.155739 5.643661 2.743463 0.250247 0.455873 -0.588065 0.109019 0.154943 0.286496 0.157519 0.088977 2.019597 27.770674 111.432182 109.412582 31.997419 1.703150 0.571207 0.284842 0.903076 0.219396 0.155627 1.293611 0.573799 0.241545 0.024800 0.001828 0.000000 -0.006107 17.967335 -0.000136 1.005922 5.000000 2.000000
