# Class red_S0 blue_S0 green_S0 nir_wide_S0 nir_S0 swir_1_S0 swir_2_S0 red_edge_1_S0 red_edge_2_S0 red_edge_3_S0 EVI_S0 edev_S0 sdev_S0 bcdev_S0 NDVI_S0 LAI_S0 MNDWI_S0 evi_10_S0 evi_50_S0 evi_90_S0 evi_range_S0 evi_std_S0 rainclim_min_S0 rainclim_mean_S0 rainclim_max_S0 rainclim_range_S0 rainclim_std_S0 f_mean_n1_S0 f_mean_n2_S0 f_mean_n3_S0 f_std_n1_S0 f_std_n2_S0 f_std_n3_S0 f_median_n1_S0 f_median_n2_S0 f_median_n3_S0 abs_change_S0 mean_change_S0 median_change_S0 discordance_S0 complexity_S0 central_diff_S0 slope mrvbf mrrtf
0.000000 0.094411 0.061480 0.076507 0.157091 0.176238 0.270394 0.242402 0.118173 0.139533 0.154403 0.157510 1.803952 4.228086 2.113200 0.301771 0.451870 -0.554150 0.080334 0.122411 0.363738 0.280713 0.121778 0.050393 79.716652 197.814209 197.763809 76.610275 2.027118 0.611534 0.436025 1.577011 0.173634 0.126961 1.333216 0.599656 0.413881 0.024679 0.000717 0.000000 -0.006974 14.249374 0.000000 1.863390 7.000000 3.000000
0.000000 0.089648 0.060099 0.072276 0.138324 0.149889 0.238037 0.213852 0.105851 0.120628 0.132694 0.127515 2.030465 4.595145 2.181881 0.261888 0.343350 -0.531744 0.069893 0.104090 0.330016 0.259078 0.117119 0.050393 79.716652 197.814209 197.763809 76.610275 2.061606 0.631171 0.355556 1.724837 0.216863 0.141217 1.297993 0.626156 0.346561 0.021744 0.001121 0.000000 -0.009993 9.636019 0.000000 2.124591 6.000000 0.000000
0.000000 0.092938 0.061842 0.075618 0.147218 0.162576 0.245392 0.219342 0.113507 0.131212 0.143625 0.137637 2.006869 4.407549 2.193817 0.276649 0.379970 -0.525865 0.072879 0.105779 0.302525 0.228392 0.097785 0.050393 79.716652 197.814209 197.763809 76.610275 1.518838 0.568017 0.341881 1.367192 0.191183 0.186928 0.895811 0.583657 0.332005 0.024409 0.001542 0.000000 -0.010435 15.078127 -0.000000 2.535435 6.000000 0.000000
0.000000 0.094489 0.061715 0.077111 0.157433 0.174868 0.240496 0.208330 0.118452 0.140734 0.154645 0.155553 1.932243 4.252361 2.155387 0.296604 0.444790 -0.515203 0.090887 0.118905 0.332296 0.243555 0.105847 0.050393 79.716652 197.814209 197.763809 76.610275 1.619068 0.423478 0.312590 1.273090 0.244381 0.146178 1.052099 0.361477 0.297397 0.019077 0.001045 0.000000 -0.006767 11.550533 0.000000 2.946278 7.000000 1.000000
0.000000 0.113837 0.067220 0.084920 0.186140 0.201534 0.249875 0.201855 0.139821 0.163265 0.179913 0.156298 1.870356 4.172043 2.142118 0.271266 0.447487 -0.493783 0.098551 0.123735 0.413928 0.310928 0.131519 0.050393 79.716652 197.814209 197.763809 76.610275 2.187956 0.638670 0.384955 1.684973 0.244381 0.160384 1.693334 0.602932 0.390229 0.033575 0.001106 0.000000 -0.011451 18.452959 -0.000253 2.635231 7.000000 4.000000
0.000000 0.088600 0.058280 0.074946 0.179238 0.199842 0.239525 0.178432 0.120486 0.155665 0.174286 0.211516 1.723601 3.618608 1.873475 0.382975 0.647264 -0.523187 0.086084 0.199663 0.631215 0.541551 0.206084 0.062805 78.456688 193.843048 193.780243 73.851486 3.094921 1.374563 0.472797 3.401958 0.385918 0.222272 1.516298 1.341520 0.475745 0.036487 0.004859 0.000000 -0.011724 10.005613 0.000231 2.429563 5.000000 3.000000
0.000000 0.084051 0.058548 0.069730 0.131560 0.144956 0.201837 0.175491 0.103123 0.120027 0.131493 0.126011 1.985365 5.009828 1.825506 0.267729 0.337906 -0.484374 0.069497 0.106608 0.586769 0.508256 0.205493 0.040566 79.100578 195.130371 195.089798 74.710121 3.244915 1.242481 0.438957 3.689189 0.219456 0.215808 1.265689 1.202598 0.399732 0.032055 0.003906 0.000000 -0.027379 8.355575 0.000494 4.166667 1.000000 1.000000
0.000000 0.079941 0.055988 0.071234 0.158255 0.176451 0.202890 0.151076 0.106681 0.140385 0.156911 0.193024 1.606835 3.195749 1.649347 0.374134 0.580360 -0.488282 0.046615 0.182561 0.624097 0.578787 0.225962 0.040566 79.100578 195.130371 195.089798 74.710121 3.084358 1.769855 1.007188 3.580603 0.727803 0.427021 1.563501 1.709244 0.755630 0.046200 0.006965 0.000000 -0.023477 16.823668 0.001983 3.088933 5.000000 3.000000
0.000000 0.097730 0.058191 0.078567 0.195137 0.217532 0.264299 0.192463 0.134796 0.168233 0.188975 0.213659 1.717935 3.467418 2.051816 0.372887 0.655020 -0.542640 0.097477 0.201061 0.532408 0.438624 0.166295 0.040566 79.100578 195.130371 195.089798 74.710121 2.334107 1.181801 0.511989 2.665065 0.404071 0.226578 1.077410 1.177824 0.455285 0.036305 0.004059 0.000000 -0.008229 13.443709 0.000166 2.946278 3.000000 0.000000
0.000000 0.094607 0.053551 0.073193 0.192060 0.215929 0.247312 0.157622 0.128150 0.160961 0.182989 0.220052 1.435002 2.957155 1.724738 0.391698 0.678149 -0.541960 0.036705 0.192287 0.611112 0.575748 0.201800 0.062805 78.456688 193.843048 193.780243 73.851486 2.716997 1.297320 0.546587 3.558329 0.580883 0.213950 1.127631 1.552830 0.541045 0.045999 0.005764 0.000000 -0.015515 14.658555 0.002059 5.034603 2.000000 0.000000
0.000000 0.098468 0.065905 0.081760 0.156642 0.174859 0.276445 0.256727 0.121330 0.139628 0.154023 0.148622 1.742034 4.169161 1.876831 0.278382 0.419714 -0.542382 0.068920 0.127100 0.530447 0.464510 0.180540 0.043759 79.409187 194.222946 194.179184 74.817772 2.716192 1.236864 0.544595 2.935431 0.471535 0.318634 1.229333 1.199010 0.456426 0.039416 0.004891 0.000000 -0.016994 12.399727 0.000767 4.249183 2.000000 1.000000
0.000000 0.090351 0.065646 0.080466 0.155661 0.170285 0.208047 0.169567 0.114260 0.140588 0.154389 0.164208 1.933935 4.636239 1.851387 0.309288 0.476106 -0.440582 0.091558 0.149659 0.649104 0.558065 0.203526 0.043759 79.409187 194.222946 194.179184 74.817772 3.312483 1.588779 0.652788 3.395144 0.528982 0.243842 1.480009 1.422407 0.652300 0.037479 0.005554 0.000000 -0.019154 11.390579 0.000951 3.678690 5.000000 3.000000
0.000000 0.105115 0.069853 0.086374 0.169610 0.187024 0.281825 0.251902 0.130113 0.148520 0.164946 0.154513 1.751789 4.795287 1.879443 0.275379 0.441026 -0.526578 0.086549 0.133757 0.495663 0.401881 0.167695 0.043759 79.409187 194.222946 194.179184 74.817772 2.640311 0.801404 0.510103 2.777944 0.277562 0.274353 1.372579 0.807502 0.515928 0.034216 0.004876 0.000000 -0.011581 12.410094 0.001913 2.429563 4.000000 2.000000
0.000000 0.108475 0.064451 0.081596 0.169816 0.186858 0.238598 0.187018 0.133062 0.150719 0.164838 0.143941 2.237610 5.511397 2.365572 0.263503 0.402780 -0.485853 0.105501 0.124993 0.359083 0.248560 0.113742 0.047807 81.397545 198.782135 198.734329 76.982941 1.823335 0.885630 0.352033 1.780648 0.252267 0.152544 1.241315 0.887004 0.340991 0.024275 0.002142 0.000000 -0.011705 12.669402 0.000000 3.678690 6.000000 0.000000
0.000000 0.101261 0.094352 0.142134 0.030062 0.026061 0.017378 0.015442 0.082539 0.036708 0.036595 -0.202757 2.794653 4.760664 2.125259 -0.590413 -0.851574 0.781984 -0.251798 -0.196461 -0.170348 0.081769 0.035107 6.700386 90.321556 325.479736 318.779358 109.222160 0.561816 0.296988 0.192095 0.353038 0.131152 0.073055 0.491540 0.291461 0.195033 0.016934 -0.000210 0.000000 -0.406048 39.053268 0.000084 0.000000 7.000000 0.000000
0.000000 0.124896 0.084858 0.113230 0.303145 0.338538 0.385942 0.278874 0.180094 0.261823 0.296454 0.369382 1.660766 4.199023 2.398528 0.461752 1.218425 -0.547076 0.196145 0.365529 0.510715 0.315833 0.133340 7.847543 95.239838 247.965210 240.117661 83.070541 1.982743 0.972209 0.641625 1.621519 0.337242 0.263150 1.602341 0.946218 0.606434 0.035929 0.002460 0.000000 0.002180 20.978039 0.000599 4.857480 7.000000 4.000000
0.000000 0.118678 0.086287 0.117748 0.301716 0.323551 0.335389 0.220352 0.175749 0.259297 0.288465 0.353735 1.652777 4.454733 2.325372 0.444940 1.161813 -0.471686 0.206083 0.356982 0.487280 0.285527 0.112613 7.734898 94.847755 255.469772 247.734879 83.886497 1.451631 0.658139 0.497083 1.550952 0.278096 0.258462 0.658475 0.627139 0.459507 0.036095 0.000807 0.000000 0.002553 22.677195 0.000286 1.993991 7.000000 0.000000
0.000000 0.163644 0.116377 0.148149 0.331067 0.366417 0.405032 0.308083 0.221258 0.294128 0.326432 0.336915 1.473091 4.227853 2.337794 0.377254 1.100957 -0.465131 0.192547 0.339420 0.474176 0.267772 0.106223 7.734898 94.847755 255.469772 247.734879 83.886497 1.513159 0.683266 0.496067 0.896033 0.274777 0.241949 1.370252 0.727853 0.528913 0.036498 0.002647 0.000000 -0.016960 32.970222 0.000000 3.830438 7.000000 3.000000
0.000000 0.216269 0.126471 0.171596 0.368433 0.409705 0.489008 0.417896 0.278335 0.341567 0.372312 0.270624 1.596235 4.868818 2.570713 0.306343 0.861116 -0.471136 0.163463 0.266530 0.376012 0.202018 0.077959 8.594828 94.061859 254.742859 246.148026 83.712189 1.292812 0.567875 0.322718 0.960281 0.218957 0.084898 0.689250 0.565529 0.325387 0.022426 0.001761 0.000000 -0.002613 14.169836 0.000025 3.875484 6.000000 4.000000
0.000000 0.125962 0.095698 0.121136 0.310563 0.341684 0.373483 0.259484 0.182684 0.270730 0.305032 0.384566 1.682753 4.378163 2.388365 0.459304 1.273361 -0.510998 0.238004 0.379377 0.499233 0.266611 0.105931 8.594828 94.061859 254.742859 246.148026 83.712189 1.568181 0.514926 0.371650 1.192432 0.212874 0.148941 1.134733 0.496035 0.426360 0.032259 0.001325 0.000000 -0.008228 21.369606 0.000023 5.034603 2.000000 0.000000
0.000000 0.094602 0.079468 0.101529 0.263709 0.293091 0.258209 0.165985 0.143584 0.233353 0.264191 0.390081 1.922240 4.934970 2.420376 0.510820 1.293315 -0.439645 0.228049 0.380775 0.496267 0.264109 0.096740 7.153958 100.316315 285.986450 278.832489 90.513992 1.495626 0.669345 0.741253 0.679792 0.387002 0.232301 1.586439 0.709292 0.853325 0.043558 0.004217 0.000000 -0.004961 53.874817 -0.001125 2.946278 5.000000 0.000000
0.000000 0.118304 0.087480 0.112814 0.306591 0.338760 0.331698 0.227711 0.175556 0.264808 0.300238 0.402707 1.540211 4.401090 2.316172 0.486768 1.338995 -0.489356 0.202187 0.380414 0.542470 0.337810 0.160717 7.734898 94.847755 255.469772 247.734879 83.886497 4.037660 1.355404 0.946853 2.026249 0.552255 0.303666 3.317745 1.453128 0.907912 0.041038 0.000926 0.000000 0.005099 55.668343 0.000000 3.655541 7.000000 3.000000
0.000000 0.101611 0.084517 0.111126 0.278633 0.311041 0.262272 0.168150 0.160199 0.254364 0.282453 0.405327 1.769166 4.611701 2.351249 0.508052 1.348475 -0.405027 0.227221 0.401126 0.493258 0.274386 0.111378 7.153958 100.316315 285.986450 278.832489 90.513992 1.739088 0.622262 0.516062 1.013830 0.276988 0.274985 1.592928 0.689379 0.566692 0.035032 0.000932 0.000000 0.000317 28.863907 0.000443 1.767767 5.000000 1.000000
0.000000 0.096302 0.075035 0.102042 0.281799 0.312207 0.292171 0.190477 0.155170 0.247203 0.279357 0.408473 2.001929 5.085142 2.556573 0.527215 1.359857 -0.481256 0.300419 0.411717 0.518185 0.217766 0.087661 7.153958 100.316315 285.986450 278.832489 90.513992 1.114011 0.628839 0.361045 0.861743 0.281516 0.203465 0.798836 0.550471 0.292593 0.026735 -0.000044 0.000000 -0.005013 29.879978 0.000448 7.848849 1.000000 0.000000
0.000000 0.096758 0.071425 0.093710 0.245116 0.271498 0.288223 0.193342 0.145113 0.214836 0.240296 0.348304 1.845506 4.825716 2.354792 0.478469 1.142165 -0.503725 0.192236 0.335247 0.500646 0.282323 0.154030 7.153958 100.316315 285.986450 278.832489 90.513992 1.706237 1.162756 0.956518 1.024870 0.453895 0.371856 1.377688 1.169210 0.872375 0.058965 0.002669 0.000000 -0.013038 52.055244 -0.000767 4.602234 0.000000 2.000000
0.000000 0.215538 0.134219 0.178356 0.346458 0.382154 0.456494 0.382160 0.270382 0.319286 0.348737 0.248834 1.612032 5.084601 2.486510 0.278069 0.782281 -0.444455 0.166074 0.259197 0.361867 0.192482 0.079925 7.767994 100.984619 280.568085 272.800079 91.244255 1.994261 1.246618 0.925725 0.949349 0.434134 0.331326 2.201554 1.181613 0.984419 0.032747 0.000605 0.000000 0.018570 85.883522 0.000498 1.666667 7.000000 0.000000
0.000000 0.100912 0.075539 0.096103 0.230730 0.260317 0.273219 0.183853 0.148846 0.207400 0.231004 0.306524 1.626960 4.308394 2.108249 0.430904 0.991002 -0.484930 0.109889 0.296129 0.452179 0.342969 0.132376 7.734898 94.847755 255.469772 247.734879 83.886497 3.703027 1.947649 1.096114 2.856672 0.578873 0.445120 2.751197 2.121579 1.089324 0.031221 0.000912 0.000000 0.008938 33.302666 -0.000000 5.068969 1.000000 3.000000
0.000000 0.101507 0.079123 0.105676 0.271769 0.301203 0.302042 0.206902 0.160543 0.241937 0.270367 0.378031 2.051619 5.025169 2.617753 0.489714 1.249717 -0.482884 0.270319 0.372754 0.453587 0.189338 0.089813 7.153958 100.316315 285.986450 278.832489 90.513992 1.275306 0.652258 0.531913 0.549755 0.257159 0.220354 1.156479 0.612949 0.532127 0.044873 0.000657 0.000000 -0.002752 60.340202 0.001406 3.173239 2.000000 0.000000
0.000000 0.083616 0.067759 0.091871 0.258091 0.291699 0.271026 0.176047 0.140444 0.233393 0.263151 0.408148 2.090816 5.367812 2.589871 0.554459 1.358678 -0.498566 0.235372 0.401133 0.484643 0.244762 0.104384 6.776185 97.552399 264.568359 257.792175 85.725060 1.559855 0.854865 0.494709 0.801978 0.467484 0.197003 1.323758 0.769868 0.486461 0.039471 0.000264 0.000000 -0.000259 41.682709 0.000491 1.317616 3.000000 7.000000
0.000000 0.098482 0.073882 0.101204 0.282217 0.308992 0.311073 0.200849 0.156913 0.248229 0.279066 0.391806 1.781562 4.763767 2.400066 0.520643 1.299553 -0.507366 0.210720 0.385799 0.508927 0.291049 0.130025 11.166136 90.697334 236.686172 225.520035 74.582542 1.937681 0.732487 0.433230 1.253771 0.317386 0.181858 1.378687 0.620457 0.412242 0.033557 0.001332 0.000000 -0.005937 22.676332 -0.000197 2.946278 4.000000 2.000000
0.000000 0.095154 0.079005 0.101859 0.270046 0.293560 0.280454 0.185953 0.148789 0.238028 0.266510 0.397561 1.755108 4.564780 2.253488 0.513450 1.320375 -0.462990 0.154443 0.406770 0.518453 0.366953 0.146847 11.166136 90.697334 236.686172 225.520035 74.582542 2.102641 0.779031 0.571991 1.376489 0.425045 0.244230 1.487351 0.677208 0.578080 0.037859 0.001682 0.000000 -0.032455 21.722815 -0.000090 3.510112 1.000000 2.000000
0.000000 0.119168 0.083672 0.108134 0.280475 0.307706 0.340785 0.241284 0.173886 0.248798 0.276404 0.338060 1.748563 4.739402 2.388532 0.439922 1.105103 -0.513213 0.207066 0.327911 0.487286 0.275789 0.106945 9.913711 82.602867 202.431961 192.518250 65.844933 1.738990 0.656033 0.435825 0.948551 0.274542 0.210019 1.426314 0.681535 0.404575 0.040387 0.000431 0.000000 0.000092 31.896870 0.000726 2.428511 3.000000 0.000000
0.000000 0.119000 0.087796 0.113379 0.276654 0.303401 0.333717 0.233962 0.174539 0.247062 0.276884 0.338629 1.890199 4.645265 2.505831 0.432083 1.107160 -0.484435 0.223470 0.349113 0.430221 0.211660 0.087859 11.166136 90.697334 236.686172 225.520035 74.582542 1.260715 0.529344 0.439108 0.498802 0.263005 0.230165 1.141135 0.374967 0.414628 0.028574 0.001178 0.000000 -0.010623 43.417786 0.000312 2.946278 5.000000 4.000000
0.000000 0.093359 0.078782 0.100160 0.273541 0.306176 0.278057 0.182663 0.146432 0.240890 0.272852 0.409545 1.691856 4.771718 2.275958 0.525492 1.363733 -0.471230 0.263641 0.409587 0.540234 0.284976 0.121083 7.796836 98.281799 268.381256 260.584412 85.704529 1.814486 0.755542 0.587297 1.105514 0.299455 0.292118 1.603030 0.790540 0.561593 0.040964 0.002161 0.000000 -0.006918 34.630154 -0.000453 2.357023 5.000000 3.000000
0.000000 0.084572 0.064790 0.082089 0.220784 0.242288 0.288269 0.176305 0.129367 0.187847 0.212191 0.309650 2.053456 4.640974 2.531856 0.478037 1.002315 -0.558349 0.175369 0.315298 0.418753 0.240451 0.101120 9.913711 82.602867 202.431961 192.518250 65.844933 1.506617 0.507992 0.366596 1.136989 0.289192 0.177180 0.933770 0.544117 0.362101 0.036780 0.000636 0.000000 -0.010409 39.267662 0.000000 2.946278 3.000000 2.000000
0.000000 0.141528 0.089385 0.120700 0.282354 0.307008 0.369445 0.267492 0.188459 0.250202 0.278391 0.278591 1.951013 4.804694 2.597649 0.372781 0.889944 -0.510251 0.168106 0.278177 0.419007 0.252109 0.102838 10.042667 81.017708 197.762177 187.719513 64.325905 1.564918 0.817441 0.369543 0.867993 0.300207 0.168328 1.236719 0.802403 0.395194 0.038308 0.002097 0.000000 -0.003298 34.740547 0.000638 3.773077 4.000000 2.000000
0.000000 0.090305 0.074690 0.095020 0.245271 0.274171 0.268061 0.178072 0.141387 0.219805 0.246561 0.360549 1.887963 4.995950 2.367803 0.490975 1.186465 -0.471404 0.211424 0.360786 0.475564 0.257957 0.100893 7.796836 98.281799 268.381256 260.584412 85.704529 1.275991 0.593619 0.423463 0.911459 0.251456 0.193968 0.925021 0.534978 0.394455 0.035730 -0.001554 0.000000 0.000462 39.118839 0.000695 2.946278 3.000000 0.000000
0.000000 0.115787 0.078640 0.106632 0.283066 0.310852 0.374178 0.251996 0.171347 0.245322 0.274494 0.338117 1.754941 4.334533 2.417932 0.453306 1.105306 -0.549062 0.189439 0.330282 0.511397 0.320909 0.126544 10.042667 81.017708 197.762177 187.719513 64.325905 1.953130 0.619455 0.613995 1.157388 0.268094 0.208218 1.289418 0.666905 0.592448 0.041436 0.001402 0.000000 -0.013431 28.039026 0.000331 3.304580 2.000000 3.000000
0.000000 0.128657 0.086304 0.115371 0.288634 0.320297 0.366083 0.245037 0.181248 0.255452 0.285151 0.335355 1.760757 4.314545 2.401732 0.434005 1.095315 -0.525224 0.189982 0.340574 0.466074 0.270898 0.110304 10.042667 81.017708 197.762177 187.719513 64.325905 1.514957 0.798643 0.437421 1.245864 0.304998 0.166784 0.971694 0.842650 0.426839 0.038815 0.001117 0.000000 0.006465 28.342775 0.000084 2.946278 1.000000 3.000000
0.000000 0.099104 0.075862 0.097698 0.248567 0.275972 0.296678 0.208293 0.152730 0.221772 0.247859 0.338853 1.612524 4.832228 2.049632 0.462453 1.107971 -0.497984 0.187961 0.331693 0.460025 0.276551 0.120941 10.413740 100.649231 290.352203 279.938477 89.962807 1.719384 0.847286 0.902412 0.709620 0.408861 0.417007 1.664544 0.760416 0.838145 0.052248 0.000873 0.000000 -0.001885 57.493023 -0.000075 2.429563 5.000000 1.000000
0.000000 0.135517 0.089464 0.119416 0.305533 0.326890 0.363489 0.250940 0.188847 0.259314 0.290247 0.312105 1.740238 4.422042 2.348548 0.397053 1.011195 -0.505428 0.186996 0.311139 0.463178 0.274898 0.119680 10.042667 81.017708 197.762177 187.719513 64.325905 1.775285 0.800701 0.397333 1.245007 0.218213 0.221598 1.220234 0.798465 0.380292 0.047164 -0.000318 0.000000 -0.004475 36.764214 -0.000087 4.714045 1.000000 2.000000
0.000000 0.121817 0.078149 0.106949 0.272319 0.299688 0.310328 0.221913 0.176038 0.244626 0.273217 0.305480 1.902411 4.823370 2.502398 0.418037 0.987225 -0.483067 0.203890 0.302354 0.421670 0.214804 0.090233 9.196530 85.884346 197.380005 188.183472 67.879379 1.349204 0.746545 0.327276 0.960445 0.315639 0.139323 1.001370 0.686616 0.316658 0.030299 0.000782 0.000000 -0.004332 27.692190 0.000357 4.166667 3.000000 1.000000
0.000000 0.107418 0.077527 0.104788 0.282105 0.310120 0.316032 0.204354 0.163176 0.246786 0.277439 0.371517 1.769966 4.628990 2.394218 0.486036 1.226150 -0.500777 0.213848 0.373379 0.481789 0.273379 0.109102 9.196530 85.884346 197.380005 188.183472 67.879379 1.535492 0.692848 0.377672 1.031763 0.259613 0.161690 1.045427 0.692882 0.356753 0.034997 0.001004 0.000000 0.003739 30.076677 0.000000 3.952847 1.000000 4.000000
0.000000 0.098066 0.070543 0.096575 0.279087 0.311915 0.300479 0.188816 0.154008 0.244036 0.277526 0.386512 1.878259 4.832583 2.486187 0.523013 1.280400 -0.518771 0.239766 0.386951 0.560574 0.314164 0.132376 8.406060 85.385864 196.447403 188.041336 67.341103 2.156914 0.631234 0.801836 1.195040 0.309145 0.343984 1.725266 0.644726 0.736661 0.051022 0.001008 0.000000 -0.005349 32.276299 0.001710 3.773077 1.000000 1.000000
0.000000 0.117463 0.085928 0.110423 0.262371 0.294164 0.305245 0.216323 0.170508 0.238831 0.265718 0.319321 1.745861 4.460159 2.280773 0.421285 1.037303 -0.471385 0.199210 0.327105 0.457030 0.251199 0.107826 8.347617 89.321388 215.128738 206.781128 73.545563 1.680747 0.500134 0.309819 1.662300 0.200388 0.136605 1.235420 0.474125 0.304529 0.023853 0.000702 0.000000 0.003616 10.937271 -0.000325 5.303301 1.000000 0.000000
0.000000 0.125121 0.086260 0.113388 0.254905 0.280891 0.320604 0.234064 0.174206 0.228036 0.254128 0.274483 2.020010 4.917754 2.638368 0.378803 0.875079 -0.473142 0.184353 0.271255 0.387522 0.205719 0.084364 8.347617 89.321388 215.128738 206.781128 73.545563 1.464508 0.476192 0.415455 0.859002 0.181567 0.199036 1.055598 0.472870 0.373078 0.025224 0.002197 0.000000 -0.001832 20.767960 -0.000180 4.249183 2.000000 4.000000
0.000000 0.104229 0.072437 0.099904 0.279419 0.304725 0.308900 0.200208 0.162998 0.244689 0.274022 0.364344 1.890925 4.690977 2.493709 0.490917 1.200197 -0.512118 0.227609 0.379343 0.461102 0.226689 0.098187 7.863425 89.658569 209.404648 201.541229 74.347092 1.557903 0.659547 0.394319 1.059575 0.261582 0.173990 1.173073 0.582986 0.380520 0.031820 0.000399 0.000000 0.002856 25.896080 0.000533 2.635231 1.000000 3.000000
0.000000 0.117557 0.083606 0.109268 0.285947 0.313680 0.321172 0.217962 0.174043 0.252308 0.281619 0.353332 1.755061 4.482008 2.333681 0.456271 1.160355 -0.487222 0.224520 0.368038 0.460608 0.242286 0.095954 7.863425 89.658569 209.404648 201.541229 74.347092 1.426643 0.673467 0.381314 1.100895 0.147128 0.154678 1.001938 0.649808 0.343665 0.030891 -0.000245 0.000000 -0.000391 25.454912 0.000000 2.946278 1.000000 3.000000
0.000000 0.115143 0.076466 0.101231 0.248226 0.270897 0.317335 0.226858 0.161341 0.216540 0.241459 0.280355 1.808243 4.729987 2.370861 0.403203 0.896326 -0.518532 0.183760 0.279114 0.378835 0.197557 0.086018 8.347617 89.321388 215.128738 206.781128 73.545563 1.228250 0.587333 0.391165 0.738790 0.319262 0.137514 1.007643 0.531997 0.380143 0.030633 0.000483 0.000000 -0.008226 37.549221 -0.000041 7.192782 1.000000 0.000000
0.000000 0.127151 0.091471 0.118366 0.278013 0.306213 0.340354 0.237597 0.177348 0.249520 0.276122 0.326271 1.606584 4.575872 2.241915 0.415362 1.062449 -0.490434 0.199943 0.322636 0.455819 0.254981 0.099435 8.181136 90.015778 231.850403 223.669266 75.264534 1.399280 0.643097 0.367215 1.262835 0.335707 0.136286 0.866577 0.571225 0.330912 0.033768 0.000784 0.000000 -0.004104 27.669111 0.000004 5.803495 1.000000 2.000000
0.000000 0.109232 0.079956 0.106750 0.279926 0.309016 0.309236 0.200325 0.159662 0.245896 0.278847 0.375786 1.828010 4.637877 2.409178 0.490863 1.241595 -0.484135 0.229507 0.384389 0.513925 0.286048 0.132209 8.181136 90.015778 231.850403 223.669266 75.264534 1.765993 0.589748 0.462701 1.365598 0.240735 0.192963 1.172130 0.581899 0.465064 0.045369 0.002079 0.000000 -0.015678 34.108578 -0.000091 5.335937 3.000000 0.000000
0.000000 0.100548 0.073990 0.099019 0.267292 0.294013 0.285770 0.185100 0.156110 0.235345 0.264656 0.357915 1.845807 4.642620 2.414686 0.489382 1.176938 -0.483791 0.207903 0.357104 0.485530 0.269921 0.113143 9.196530 85.884346 197.380005 188.183472 67.879379 1.780182 0.665024 0.626581 0.960977 0.251934 0.259288 1.486184 0.619500 0.604809 0.040016 0.001023 0.000000 -0.010199 35.011211 0.000462 3.726780 2.000000 0.000000
0.000000 0.103582 0.080761 0.101420 0.263306 0.287080 0.299329 0.198117 0.151002 0.230261 0.258092 0.355254 1.631615 4.402595 2.207166 0.459223 1.167311 -0.480792 0.182392 0.366597 0.491962 0.306595 0.115911 8.181136 90.015778 231.850403 223.669266 75.264534 1.547750 0.702861 0.647721 1.482682 0.330642 0.279146 0.920823 0.722738 0.612268 0.041101 -0.000286 0.000000 -0.024100 35.495819 -0.000410 6.206618 1.000000 0.000000
0.000000 0.109113 0.080136 0.105727 0.253020 0.276398 0.322401 0.218050 0.156884 0.222966 0.249333 0.315558 1.790119 5.039085 2.330414 0.434336 1.023690 -0.505386 0.168273 0.317194 0.413775 0.246162 0.099867 9.484356 92.885368 225.263153 215.778793 75.963120 1.870310 0.369256 0.422193 0.648864 0.139277 0.192241 2.002219 0.387996 0.436334 0.042860 0.001536 0.000000 -0.007268 38.302086 0.000048 5.335937 1.000000 0.000000
0.000000 0.098340 0.076857 0.097923 0.253123 0.278107 0.289917 0.190856 0.147174 0.220962 0.248253 0.338991 1.815801 4.481318 2.386768 0.469830 1.108469 -0.490438 0.215571 0.326958 0.461851 0.250933 0.100131 9.484356 92.885368 225.263153 215.778793 75.963120 1.536707 0.496768 0.508134 0.826241 0.217483 0.239220 1.344316 0.471065 0.422530 0.046413 0.001902 0.000000 -0.008372 53.269852 -0.000016 3.862962 1.000000 3.000000
0.000000 0.104591 0.078472 0.102062 0.256804 0.280742 0.314256 0.218095 0.153588 0.227537 0.252865 0.340467 1.808057 4.465179 2.356737 0.461554 1.113810 -0.508607 0.198305 0.324168 0.461559 0.259268 0.119663 9.484356 92.885368 225.263153 215.778793 75.963120 2.359247 0.676328 0.502003 0.880367 0.271688 0.211949 2.117441 0.663619 0.486689 0.037050 0.002216 0.000000 -0.008648 24.607733 0.000202 4.750731 2.000000 0.000000
0.000000 0.142144 0.097018 0.124706 0.299785 0.334061 0.361251 0.263155 0.196967 0.269563 0.299481 0.316934 1.547397 4.269854 2.235767 0.390489 1.028668 -0.481246 0.184191 0.326760 0.468619 0.291460 0.115779 8.373592 98.029388 253.025696 244.652100 85.407639 1.879245 0.652577 0.446992 1.172118 0.287240 0.182465 1.551573 0.615069 0.421827 0.032781 0.001825 0.000000 -0.006574 17.703585 0.000612 2.946278 5.000000 4.000000
0.000000 0.160170 0.095598 0.131952 0.305959 0.342826 0.447182 0.341667 0.213848 0.272458 0.304257 0.283555 1.520926 4.437005 2.330987 0.359959 0.907901 -0.543611 0.175845 0.263981 0.444145 0.265018 0.111401 7.887926 93.549995 242.846375 234.958450 82.119881 1.746521 0.588182 0.383645 0.897984 0.267783 0.152362 1.493473 0.560141 0.363321 0.033574 0.000680 0.000000 -0.002885 22.510166 -0.000309 3.088933 6.000000 1.000000
